record_index,player_id,player_name,link_12c_team,link_12c_team_name_candidate,link_12c_second,link_160_team,link_160_team_name_candidate,link_160_second,link_164_team,link_164_team_name_candidate,link_164_second,candidate_date,direction_vs_roster_candidate
451,160318,Lewis Miley,16439,,27,32784,,26,32784,,26,,LUA_ORIGIN_EQUALS_ROSTER
460,32386,John Ruddy,16635,,26,32784,,26,32784,,26,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
464,143220,Garang Kuol,32775,CRYSTAL PALACE,95,32784,,26,32784,,26,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
468,37422,Sean Steur,15,,25,32784,,26,32784,,26,,LUA_ORIGIN_EQUALS_ROSTER
560,115038,Francesco Rossi,49188,,479,32788,ATALANTA,58,32788,ATALANTA,58,,LUA_ORIGIN_EQUALS_ROSTER
585,114480,Federico Ravaglia,32797,,30,32789,BOLOGNA,46,32789,BOLOGNA,46,,LUA_ORIGIN_EQUALS_ROSTER
590,401463,Eivind Helland,32816,,90,32789,BOLOGNA,46,32789,BOLOGNA,46,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
604,137713,Massimo Pessina,22,CAGLIARI,80,32789,BOLOGNA,46,32789,BOLOGNA,46,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
659,39194,Mattia Liberali,315,SÜDTIROL,60,23,COMO 1907,47,23,COMO 1907,47,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
698,40571,David De Gea,16415,LECCE,30,25,FIORENTINA,31,25,FIORENTINA,31,,LUA_ORIGIN_EQUALS_ROSTER
701,109588,Riccardo Braschi,49188,,479,25,FIORENTINA,31,25,FIORENTINA,31,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
707,43784,Eddy Kouadio,28,,30,25,FIORENTINA,31,25,FIORENTINA,31,,LUA_ORIGIN_EQUALS_ROSTER
756,134745,Ernestas Lysionok,16394,,397,49178,GENOA,80,49178,GENOA,80,,LUA_ORIGIN_EQUALS_ROSTER
760,136257,Pio Esposito,16419,,31,49179,,29,49179,,29,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
763,121168,Raffaele Di Gennaro,28,,30,49179,,29,49179,,29,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
829,100467,Dimitrije Kamenović,16421,,83,32797,,30,32797,,30,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
896,117594,Aljaz Strajnar,267,LEGANÉS,91,32800,,1228,32800,,1228,,LUA_ORIGIN_EQUALS_ROSTER
924,107914,Nikita Contini,16419,,31,49185,NAPOLI,81,49185,NAPOLI,81,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
932,116946,Pasquale Mazzocchi,32788,ATALANTA,58,49185,NAPOLI,81,49185,NAPOLI,81,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
941,118240,Vanja Milinković-savić,28,,30,49185,NAPOLI,81,49185,NAPOLI,81,,LUA_ORIGIN_EQUALS_ROSTER
947,104737,Antonio Vergara,25,FIORENTINA,31,49185,NAPOLI,81,49185,NAPOLI,81,,LUA_ORIGIN_EQUALS_ROSTER
949,53904,Lorenzo Lucca,16415,LECCE,30,49185,NAPOLI,81,49185,NAPOLI,81,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
952,132685,Edoardo Corvi,49185,NAPOLI,81,49186,,30,49186,,30,,LUA_ORIGIN_EQUALS_ROSTER
1135,120617,Álex Padilla,32797,,30,32808,ATHLETIC CLUB BILBAO,64,32808,ATHLETIC CLUB BILBAO,64,,LUA_ORIGIN_EQUALS_ROSTER
1139,401028,Nico Serrano,49199,,64,32808,ATHLETIC CLUB BILBAO,64,32808,ATHLETIC CLUB BILBAO,64,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
1140,128595,Unai Eguíluz,16428,DEPORTIVO ALAVÉS,1036,32808,ATHLETIC CLUB BILBAO,64,32808,ATHLETIC CLUB BILBAO,64,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
1141,127669,Alejandro Rego,49195,CELTA DE VIGO,48,32808,ATHLETIC CLUB BILBAO,64,32808,ATHLETIC CLUB BILBAO,64,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
1142,56247,Urko Izeta,16428,DEPORTIVO ALAVÉS,1036,32808,ATHLETIC CLUB BILBAO,64,32808,ATHLETIC CLUB BILBAO,64,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
1150,141371,Javi Serrano,16653,,65,41,ATLÉTICO DE MADRID,43,41,ATLÉTICO DE MADRID,43,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
1163,3272,Antonio Gomis,56,REAL OVIEDO,49,41,ATLÉTICO DE MADRID,43,41,ATLÉTICO DE MADRID,43,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
1182,55862,Marc Bernal,32826,VALENCIA,27,42,BARCELONA,27,42,BARCELONA,27,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
1510,133333,Endrick,444,AL-NASSR FC,676,16439,,27,16439,,27,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
1514,130136,Fran González,49211,VILLARREAL,66,16439,,27,16439,,27,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
1520,104710,Dani Ceballos,16415,LECCE,30,16439,,27,16439,,27,,LUA_ORIGIN_EQUALS_ROSTER
1530,128401,Thiago Pitarch,16547,,53,16439,,27,16439,,27,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
1531,133561,Jorge Cestero,32788,ATALANTA,58,16439,,27,16439,,27,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
1532,122699,Manu Serrano,32822,,48,16439,,27,16439,,27,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
1538,107674,Gonçalo Guedes,49199,,64,56,REAL OVIEDO,49,56,REAL OVIEDO,49,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
1608,110543,Alberto Marí,49203,OSASUNA,65,32826,VALENCIA,27,32826,VALENCIA,27,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
1615,138292,Arnau Tenas,32816,,90,49211,VILLARREAL,66,49211,VILLARREAL,66,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
1661,111251,Axel Tape,16547,,53,61,BAYER LEVERKUSEN,32,61,BAYER LEVERKUSEN,32,,LUA_ORIGIN_EQUALS_ROSTER
1698,128518,Leon Klanac,16552,,28,49214,BAYERN MÜNCHEN,31,49214,BAYERN MÜNCHEN,31,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
1707,117766,Konrad Laimer,49185,NAPOLI,81,49214,BAYERN MÜNCHEN,31,49214,BAYERN MÜNCHEN,31,,LUA_ORIGIN_EQUALS_ROSTER
1714,141468,Ismael Saibari,49171,,44,49214,BAYERN MÜNCHEN,31,49214,BAYERN MÜNCHEN,31,,LUA_ORIGIN_EQUALS_ROSTER
1786,1073800836,Amil Siljevic,16635,,26,65,EINTRACHT FRANKFURT,589,65,EINTRACHT FRANKFURT,589,,LUA_ORIGIN_EQUALS_ROSTER
1871,134036,Matheo Raab,270,MIRANDÉS,1065,32836,FC UNION BERLIM,586,32836,FC UNION BERLIM,586,,LUA_ORIGIN_EQUALS_ROSTER
1913,52907,Nathan De Cat,324,KAA GENT,299,32837,,574,32837,,574,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
2018,118377,Florian Pruhs,161,AUXERRE,45,16457,,52,16457,,52,,LUA_ORIGIN_EQUALS_ROSTER
2020,140659,Dennis Seimen,16398,,43,16457,,52,16457,,52,,LUA_ORIGIN_EQUALS_ROSTER
2048,142764,El Chadaille Bitshiabu,32942,,54,74,RB LEIPZIG,575,74,RB LEIPZIG,575,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
2058,113407,Assan Ouédraogo ,49179,,29,74,RB LEIPZIG,575,74,RB LEIPZIG,575,,LUA_ORIGIN_EQUALS_ROSTER
2069,117987,Samba Konaté,32940,,45,74,RB LEIPZIG,575,74,RB LEIPZIG,575,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
2137,122572,Florian Hellstern,32822,,48,16460,,589,16460,,589,,LUA_ORIGIN_EQUALS_ROSTER
2164,122256,Stefan Smarkalev,49251,BENFICA,47,77,,587,77,,587,,LUA_ORIGIN_EQUALS_ROSTER
2287,126488,Timo Jansink,33256,DYNAMO KYIV,33,16466,FEYENOORD,87,16466,FEYENOORD,87,,LUA_ORIGIN_EQUALS_ROSTER
2343,392587,Ramazan Bayram,16650,,441,16468,,86,16468,,86,,LUA_ORIGIN_EQUALS_ROSTER
2369,141466,Sven Jansen,49649,STURM GRAZ,97,32853,,85,32853,,85,,LUA_ORIGIN_EQUALS_ROSTER
2370,107079,Nando Verdoni,16641,BURGOS,1067,32853,,85,32853,,85,,LUA_ORIGIN_EQUALS_ROSTER
2395,102907,Jasper Meijster,33032,,1036,86,,61,86,,61,,LUA_ORIGIN_EQUALS_ROSTER
2423,114102,Bernt Klaverboer,220,DEPORTIVO MUNICIPAL IQUIQUE,636,16471,HERACLES ALMELO,61,16471,HERACLES ALMELO,61,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
2442,118287,Stijn van Gassel,33249,AEK ATHENS,67,49240,NEC NIJMEGEN,88,49240,NEC NIJMEGEN,88,,LUA_ORIGIN_EQUALS_ROSTER
2561,127553,Sergi Rosanas,436,LYNGBY BK,1306,49244,SPARTA ROTTERDAM,87,49244,SPARTA ROTTERDAM,87,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
2578,127690,Issam El Maach,12,,26,32861,TWENTE,62,32861,TWENTE,62,,LUA_ORIGIN_EQUALS_ROSTER
2599,114493,Tom de Graaff,49199,,64,49246,UTRECHT,62,49246,UTRECHT,62,,LUA_ORIGIN_EQUALS_ROSTER
2652,132880,José Oliveira,32853,,85,32864,,494,32864,,494,,LUA_ORIGIN_EQUALS_ROSTER
2675,124767,Cristian,49448,VFL OSNABRÜCK,28,49249,,595,49249,,595,,LUA_ORIGIN_EQUALS_ROSTER
2748,116889,João Rêgo,16866,OLYMPIAKOS PIRAEUS,33,49251,BENFICA,47,49251,BENFICA,47,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
2757,141710,Gabriel Índio,16770,ATLÉTICO NACIONAL,548,49251,BENFICA,47,49251,BENFICA,47,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
2894,138065,Milos Gordic,16876,SLAVIA PRAHA,1297,49257,GIL VICENTE,596,49257,GIL VICENTE,596,,LUA_ORIGIN_EQUALS_ROSTER
2895,132900,Brian Araújo,484,PAOK,303,49257,GIL VICENTE,596,49257,GIL VICENTE,596,,LUA_ORIGIN_EQUALS_ROSTER
2972,138584,Renato Marin,32789,BOLOGNA,46,107,CD NACIONAL,494,107,CD NACIONAL,494,,LUA_ORIGIN_EQUALS_ROSTER
3031,10648,Samuel Alves,50,,65,49261,RIO AVE,494,49261,RIO AVE,494,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
3087,52940,Diego Callai,16866,OLYMPIAKOS PIRAEUS,33,16496,,48,16496,,48,,LUA_ORIGIN_EQUALS_ROSTER
3163,129641,João Cruz,33130,ALANYASPOR,1300,32882,ATHLETICO PARANAENSE,482,32882,ATHLETICO PARANAENSE,482,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
3205,398174,Mamady Cissé,32921,ROSARIO CENTRAL,310,16499,ATLÉTICO MINEIRO,311,16499,ATLÉTICO MINEIRO,311,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
3212,123132,Índio,41,ATLÉTICO DE MADRID,43,16499,ATLÉTICO MINEIRO,311,16499,ATLÉTICO MINEIRO,311,,LUA_ORIGIN_EQUALS_ROSTER
3239,136875,Roger Gabriel,56,REAL OVIEDO,49,16500,BAHIA,613,16500,BAHIA,613,,LUA_ORIGIN_EQUALS_ROSTER
3243,100957,Lyan,32837,,574,16500,BAHIA,613,16500,BAHIA,613,,LUA_ORIGIN_EQUALS_ROSTER
3249,383411,Victor,16441,SEVILLA,66,16500,BAHIA,613,16500,BAHIA,613,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
3279,401417,Kauan Toledo,164,,28,32885,BOTAFOGO,311,32885,BOTAFOGO,311,,LUA_ORIGIN_EQUALS_ROSTER
3285,123428,Junior Santos,32885,BOTAFOGO,311,16499,ATLÉTICO MINEIRO,311,32885,BOTAFOGO,311,2026-12-31,LUA_CURRENT_EQUALS_ROSTER
3291,117955,Mancha,65535,,65535,118,CHAPECOENSE,1027,118,CHAPECOENSE,1027,,LUA_ORIGIN_EQUALS_ROSTER
3341,36697,Gui Negão,16945,BARCELONA SC,1010,49271,CORINTHIANS,311,49271,CORINTHIANS,311,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
3350,46879,Memphis Depay,65535,,65535,49271,CORINTHIANS,311,49271,CORINTHIANS,311,,LUA_ORIGIN_EQUALS_ROSTER
3356,112587,Jacaré,16722,CSKA MOSKVA,304,49271,CORINTHIANS,311,49271,CORINTHIANS,311,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
3365,55832,Kauê,33311,POUSO ALEGRE,1326,49271,CORINTHIANS,311,49271,CORINTHIANS,311,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
3368,144101,Jp Chermont,49272,CORITIBA,482,32898,SANTOS,313,49272,CORITIBA,482,2026-12-31,LUA_CURRENT_EQUALS_ROSTER
3421,120459,Vitor Lamounier,16988,AL-JAZIRA,17028,32889,CRUZEIRO,68,32889,CRUZEIRO,68,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
3425,55803,Ruan Índio,32892,GRÊMIO,312,32889,CRUZEIRO,68,32889,CRUZEIRO,68,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
3458,115058,Léo Ortiz,49165,,25,122,FLAMENGO,312,122,FLAMENGO,312,,LUA_ORIGIN_EQUALS_ROSTER
3459,43989,Danilo,49153,ASTON VILLA,26,122,FLAMENGO,312,122,FLAMENGO,312,,LUA_ORIGIN_EQUALS_ROSTER
3472,127218,Marcelo Pitaluga,49706,TOMBENSE,1499,16507,FLUMINENSE,312,16507,FLUMINENSE,312,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
3482,107359,Julio Fidelis,49698,PRIMAVERA,50,16507,FLUMINENSE,312,16507,FLUMINENSE,312,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
3485,130470,Riquelme Felipe,16499,ATLÉTICO MINEIRO,311,16507,FLUMINENSE,312,16507,FLUMINENSE,312,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
3495,108340,Gustavo Ramalho,16500,BAHIA,613,16507,FLUMINENSE,312,16507,FLUMINENSE,312,,LUA_ORIGIN_EQUALS_ROSTER
3496,57331,João Loiola,16500,BAHIA,613,16507,FLUMINENSE,312,16507,FLUMINENSE,312,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
3498,39387,Luis Eduardo,49283,SÃO PAULO,313,32892,GRÊMIO,312,32892,GRÊMIO,312,,LUA_ORIGIN_EQUALS_ROSTER
3606,120448,Luis Pacheco,16499,ATLÉTICO MINEIRO,311,16511,PALMEIRAS,34,16511,PALMEIRAS,34,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
3616,58075,Riquelme Fillipi,49698,PRIMAVERA,50,16511,PALMEIRAS,34,16511,PALMEIRAS,34,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
3617,114991,Kauan Lima,49676,AMÉRICA DE NATAL,1305,16511,PALMEIRAS,34,16511,PALMEIRAS,34,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
3660,123484,Yuri Alves,32924,TALLERES DE CÓRDOBA,1261,49280,RED BULL BRAGANTINO,614,49280,RED BULL BRAGANTINO,614,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
3705,55094,Gabriel Menino,32898,SANTOS,313,16499,ATLÉTICO MINEIRO,311,32898,SANTOS,313,2026-12-31,LUA_CURRENT_EQUALS_ROSTER
3712,101574,João Paulo,65535,,65535,32898,SANTOS,313,32898,SANTOS,313,,LUA_ORIGIN_EQUALS_ROSTER
3736,44494,João Pedro,16841,AL-HAZEM,1351,32898,SANTOS,313,32898,SANTOS,313,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
3751,8408,Pedro Ferreira,122,FLAMENGO,312,49283,SÃO PAULO,313,49283,SÃO PAULO,313,,LUA_ORIGIN_EQUALS_ROSTER
3775,113950,Ramon Rique,16858,JUVENTUDE,1284,132,VASCO DA GAMA,34,132,VASCO DA GAMA,34,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
3782,113364,Tchê Tchê,16827,AL-ITTIHAD CLUB,1235,132,VASCO DA GAMA,34,132,VASCO DA GAMA,34,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
3787,117680,Brenner,16535,RACING CLUB,309,132,VASCO DA GAMA,34,132,VASCO DA GAMA,34,,LUA_ORIGIN_EQUALS_ROSTER
3793,400859,Pablo,542,PARANÁ CLUBE,616,132,VASCO DA GAMA,34,132,VASCO DA GAMA,34,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
3807,110422,Renato Kayzer,49251,BENFICA,47,16517,VITÓRIA,484,16517,VITÓRIA,484,,LUA_ORIGIN_EQUALS_ROSTER
3809,40686,Osvaldo,49748,AL-DUHAIL SC,17025,16517,VITÓRIA,484,16517,VITÓRIA,484,,LUA_ORIGIN_EQUALS_ROSTER
3823,135894,Dudu,32871,ESTORIL PRAIA,1021,16517,VITÓRIA,484,16517,VITÓRIA,484,,LUA_ORIGIN_EQUALS_ROSTER
3827,121347,Luan Cândido,32789,BOLOGNA,46,16517,VITÓRIA,484,16517,VITÓRIA,484,,LUA_ORIGIN_EQUALS_ROSTER
3829,43761,Zé Breno,49261,RIO AVE,494,16517,VITÓRIA,484,16517,VITÓRIA,484,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
3832,43694,Gabriel Vasconcellos,49494,LOKOMOTIV MOSKVA,67,16517,VITÓRIA,484,16517,VITÓRIA,484,,LUA_ORIGIN_EQUALS_ROSTER
3834,110582,Aitor Cantalapiedra,16441,SEVILLA,66,16517,VITÓRIA,484,16517,VITÓRIA,484,,LUA_ORIGIN_EQUALS_ROSTER
3835,136034,Rúben Ismael,32878,SPORTING BRAGA,595,16517,VITÓRIA,484,16517,VITÓRIA,484,,LUA_ORIGIN_EQUALS_ROSTER
3842,142424,Edenilson,22,CAGLIARI,80,16517,VITÓRIA,484,16517,VITÓRIA,484,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
4029,116472,Lautaro Bursich,220,DEPORTIVO MUNICIPAL IQUIQUE,636,49292,CENTRAL CÓRDOBA,1248,49292,CENTRAL CÓRDOBA,1248,,LUA_ORIGIN_EQUALS_ROSTER
4093,141457,Rodrigo Borzone,49299,INDEPENDIENTE RIVADAVIA,480,32910,ESTUDIANTES,309,32910,ESTUDIANTES,309,,LUA_ORIGIN_EQUALS_ROSTER
4113,118622,Fabricio Pérez,32957,NACIONAL,622,32910,ESTUDIANTES,309,32910,ESTUDIANTES,309,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
4152,100988,Máximo Cabrera,16900,MARINGÁ,682,49295,GIMNASIA Y ESGRIMA LA PLATA,309,49295,GIMNASIA Y ESGRIMA LA PLATA,309,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
4204,319906,Diego Segovia,32924,TALLERES DE CÓRDOBA,1261,146,INDEPENDIENTE,310,146,INDEPENDIENTE,310,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
4245,142835,Mauro Peinipil,16920,MADUREIRA,480,49299,INDEPENDIENTE RIVADAVIA,480,49299,INDEPENDIENTE RIVADAVIA,480,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
4267,132740,Nicolás Cláa,32913,HURACÁN,480,16532,LANÚS,482,16532,LANÚS,482,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
4319,111474,Josué Reinatti,32924,TALLERES DE CÓRDOBA,1261,16533,NEWELL'S OLD BOYS,310,16533,NEWELL'S OLD BOYS,310,,LUA_ORIGIN_EQUALS_ROSTER
4384,7255,Lautaro Díaz,32923,SARMIENTO,682,16535,RACING CLUB,309,16535,RACING CLUB,309,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
4394,133627,Lautaro Rivero,16535,RACING CLUB,309,32920,RIVER PLATE,34,32920,RIVER PLATE,34,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
4440,60265,Augusto Solari,217,COLO COLO,314,32921,ROSARIO CENTRAL,310,32921,ROSARIO CENTRAL,310,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
4572,133121,Lucas Meuli,49738,UNIVERSITARIO,553,32926,UNIÓN SANTA FE,634,32926,UNIÓN SANTA FE,634,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
4592,305145,Randall Rodríguez,32920,RIVER PLATE,34,159,VÉLEZ SARSFIELD,311,159,VÉLEZ SARSFIELD,311,,LUA_ORIGIN_EQUALS_ROSTER
4656,124981,Ben Viadere,33256,DYNAMO KYIV,33,161,AUXERRE,45,161,AUXERRE,45,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
4943,56155,Ilan Jourdren,267,LEGANÉS,91,32940,,45,32940,,45,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
5120,55655,Bruno Antúnez,16535,RACING CLUB,309,32947,BOSTON RIVER,619,32947,BOSTON RIVER,619,,LUA_ORIGIN_EQUALS_ROSTER
5202,141748,Lucas Machado,226,UNIÓN ESPAÑOLA,590,32951,DEFENSOR SPORTING,673,32951,DEFENSOR SPORTING,673,,LUA_ORIGIN_EQUALS_ROSTER
5424,56106,Emiliano Corujo,144,GODOY CRUZ,481,192,CA PROGRESO,624,192,CA PROGRESO,624,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
5486,121835,Ahn Joon-soo,33369,,17427,16579,CEREZO OSAKA,601,16579,CEREZO OSAKA,601,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
5648,54997,T. Shibuya,16949,CARABOBO,493,201,NAGOYA GRAMPUS,601,201,NAGOYA GRAMPUS,601,,LUA_ORIGIN_EQUALS_ROSTER
5671,128352,K. Takahata,436,LYNGBY BK,1306,16586,ALBIREX NIIGATA,673,16586,ALBIREX NIIGATA,673,,LUA_ORIGIN_EQUALS_ROSTER
5748,54989,T. Umeda,221,EVERTON,552,49357,KYOTO SANGA,600,49357,KYOTO SANGA,600,,LUA_ORIGIN_EQUALS_ROSTER
5801,121712,M. Goto,49603,AL-FAYHA FC,1349,32974,SHONAN BELLMARE,672,32974,SHONAN BELLMARE,672,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
5830,122761,Li Chen,33324,VELO CLUBE,1011,16591,JÚBILO IWATA,72,16591,JÚBILO IWATA,72,,LUA_ORIGIN_EQUALS_ROSTER
5837,1073877469,Masataka Kobayashi,33317,SANTO ANDRÉ,614,32976,F.C. TOKYO,16421,32976,F.C. TOKYO,16421,,LUA_ORIGIN_EQUALS_ROSTER
5944,1073803121,K. Yoshimaru,49603,AL-FAYHA FC,1349,32979,VISSEL KOBE,16423,32979,VISSEL KOBE,16423,,LUA_ORIGIN_EQUALS_ROSTER
5945,1073863498,Daiya Maekawa,16987,AL-RAYYAN SC,16756,32979,VISSEL KOBE,16423,32979,VISSEL KOBE,16423,,LUA_ORIGIN_EQUALS_ROSTER
6023,116164,F. Vélez,181,CERRO LARGO,620,49366,DEPORTES LIMACHE,636,49366,DEPORTES LIMACHE,636,,LUA_ORIGIN_EQUALS_ROSTER
6082,122732,Jean Cerda,225,PALESTINO,637,16600,COBRESAL,638,16600,COBRESAL,638,,LUA_ORIGIN_EQUALS_ROSTER
6214,113895,Vicente Concha,32995,UNIÓN LA CALERA,636,220,DEPORTIVO MUNICIPAL IQUIQUE,636,220,DEPORTIVO MUNICIPAL IQUIQUE,636,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
6317,135482,Gabriel Fuentes,49295,GIMNASIA Y ESGRIMA LA PLATA,309,225,PALESTINO,637,225,PALESTINO,637,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
6471,121406,Scott Wright,33256,DYNAMO KYIV,33,32998,BIRMINGHAM CITY,1057,32998,BIRMINGHAM CITY,1057,,LUA_ORIGIN_EQUALS_ROSTER
6472,139176,Bradley Mayo,33017,,99,32998,BIRMINGHAM CITY,1057,32998,BIRMINGHAM CITY,1057,,LUA_ORIGIN_EQUALS_ROSTER
