ct_entry_id,ct_path,ct_description,ct_entry_kind,offset_hex,variable_type,declared_width,bit_start,bit_length,profile_field,profile_parent,profile_width,width_match,match_basis,evidence_status,ct_claim_status,records_observed,distinct_values,zero_count,all_ones_count,minimum,maximum,top_values
94,Scripts > Edit Player > Positions > Playable Position > LWF - Left Wing Forward,LWF - Left Wing Forward,PLAYER_FIELD,0x1F,Binary,1,5,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,3,18267,,0,2,"[[0,18267],[2,5212],[1,1526]]"
189,Scripts > Edit Player > Abilities > COM Playing Styles > Mazing Run,Mazing Run,PLAYER_FIELD,0x1F,Binary,1,7,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,20987,,0,1,"[[0,20987],[1,4018]]"
95,Scripts > Edit Player > Positions > Playable Position > RWF - Right Wing Forward,RWF - Right Wing Forward,PLAYER_FIELD,0x20,Binary,1,0,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,3,18283,,0,2,"[[0,18283],[2,5163],[1,1559]]"
96,Scripts > Edit Player > Positions > Playable Position > AMF - Attacking Midfielder,AMF - Attacking Midfielder,PLAYER_FIELD,0x20,Binary,1,2,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,3,17384,,0,2,"[[0,17384],[2,4529],[1,3092]]"
100,Scripts > Edit Player > Positions > Playable Position > DMF - Defensive Midfielder,DMF - Defensive Midfielder,PLAYER_FIELD,0x20,Binary,1,4,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,3,18259,,0,2,"[[0,18259],[2,4433],[1,2313]]"
99,Scripts > Edit Player > Positions > Playable Position > CMF - Center Midfielder,CMF - Center Midfielder,PLAYER_FIELD,0x20,Binary,1,6,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,3,17272,,0,2,"[[0,17272],[2,5946],[1,1787]]"
97,Scripts > Edit Player > Positions > Playable Position > LMF - Left Midfielder,LMF - Left Midfielder,PLAYER_FIELD,0x21,Binary,1,0,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,3,17353,,0,2,"[[0,17353],[2,4674],[1,2978]]"
98,Scripts > Edit Player > Positions > Playable Position > RMF - Right Midfielder,RMF - Right Midfielder,PLAYER_FIELD,0x21,Binary,1,2,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,3,17238,,0,2,"[[0,17238],[2,4624],[1,3143]]"
103,Scripts > Edit Player > Positions > Playable Position > CB - Center Back,CB - Center Back,PLAYER_FIELD,0x21,Binary,1,4,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,3,18867,,0,2,"[[0,18867],[2,5319],[1,819]]"
101,Scripts > Edit Player > Positions > Playable Position > LB - Left Back,LB - Left Back,PLAYER_FIELD,0x21,Binary,1,6,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,3,20888,,0,2,"[[0,20888],[2,2983],[1,1134]]"
102,Scripts > Edit Player > Positions > Playable Position > RB - Right Back,RB - Right Back,PLAYER_FIELD,0x22,Binary,1,0,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,3,20684,,0,2,"[[0,20684],[2,3114],[1,1207]]"
104,Scripts > Edit Player > Positions > Playable Position > GK - Goalkeeper,GK - Goalkeeper,PLAYER_FIELD,0x22,Binary,1,2,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,3,22361,,0,2,"[[0,22361],[2,2641],[1,3]]"
145,Scripts > Edit Player > Abilities > Attributes > Weak Foot Accuracy,Weak Foot Accuracy,PLAYER_FIELD,0x22,Binary,1,4,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,4,1441,,0,3,"[[1,15967],[2,6256],[0,1441],[3,1341]]"
147,Scripts > Edit Player > Abilities > Attributes > Injury Resistance,Injury Resistance,PLAYER_FIELD,0x22,Binary,1,6,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,3,2450,,0,2,"[[1,17963],[2,4592],[0,2450]]"
144,Scripts > Edit Player > Abilities > Attributes > Weak Foot Usage,Weak Foot Usage,PLAYER_FIELD,0x23,Binary,1,0,2,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,4,2494,,0,3,"[[1,17034],[2,4327],[0,2494],[3,1150]]"
190,Scripts > Edit Player > Abilities > COM Playing Styles > Speeding Bullet,Speeding Bullet,PLAYER_FIELD,0x23,Binary,1,6,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,21250,,0,1,"[[0,21250],[1,3755]]"
191,Scripts > Edit Player > Abilities > COM Playing Styles > Incisive Run,Incisive Run,PLAYER_FIELD,0x23,Binary,1,7,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,21671,,0,1,"[[0,21671],[1,3334]]"
192,Scripts > Edit Player > Abilities > COM Playing Styles > Long Ball Expert,Long Ball Expert,PLAYER_FIELD,0x24,Binary,1,0,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,21272,,0,1,"[[0,21272],[1,3733]]"
193,Scripts > Edit Player > Abilities > COM Playing Styles > Early Cross,Early Cross,PLAYER_FIELD,0x24,Binary,1,1,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,22361,,0,1,"[[0,22361],[1,2644]]"
194,Scripts > Edit Player > Abilities > COM Playing Styles > Long Ranger,Long Ranger,PLAYER_FIELD,0x24,Binary,1,2,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,20499,,0,1,"[[0,20499],[1,4506]]"
107,Scripts > Edit Player > Abilities > Skills > Scissors Feint,Scissors Feint,PLAYER_FIELD,0x24,Binary,1,3,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23590,,0,1,"[[0,23590],[1,1415]]"
150,Scripts > Edit Player > Abilities > Skills > Flip Flap,Flip Flap,PLAYER_FIELD,0x24,Binary,1,4,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,24424,,0,1,"[[0,24424],[1,581]]"
151,Scripts > Edit Player > Abilities > Skills > Marseille Turn,Marseille Turn,PLAYER_FIELD,0x24,Binary,1,5,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,24086,,0,1,"[[0,24086],[1,919]]"
152,Scripts > Edit Player > Abilities > Skills > Sombrero,Sombrero,PLAYER_FIELD,0x24,Binary,1,6,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,24556,,0,1,"[[0,24556],[1,449]]"
113,Scripts > Edit Player > Abilities > Skills > Cut Behind & Turn,Cut Behind & Turn,PLAYER_FIELD,0x24,Binary,1,7,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,22401,,0,1,"[[0,22401],[1,2604]]"
114,Scripts > Edit Player > Abilities > Skills > Scotch Move,Scotch Move,PLAYER_FIELD,0x25,Binary,1,0,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,24252,,0,1,"[[0,24252],[1,753]]"
155,Scripts > Edit Player > Abilities > Skills > Heading,Heading,PLAYER_FIELD,0x25,Binary,1,1,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,21879,,0,1,"[[0,21879],[1,3126]]"
156,Scripts > Edit Player > Abilities > Skills > Long Range Drive,Long Range Drive,PLAYER_FIELD,0x25,Binary,1,2,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23362,,0,1,"[[0,23362],[1,1643]]"
158,Scripts > Edit Player > Abilities > Skills > Knuckle Shot,Knuckle Shot,PLAYER_FIELD,0x25,Binary,1,3,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,24336,,0,1,"[[0,24336],[1,669]]"
161,Scripts > Edit Player > Abilities > Skills > Acrobatic Finishing,Acrobatic Finishing,PLAYER_FIELD,0x25,Binary,1,4,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23281,,0,1,"[[0,23281],[1,1724]]"
123,Scripts > Edit Player > Abilities > Skills > Heel Trick,Heel Trick,PLAYER_FIELD,0x25,Binary,1,5,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23880,,0,1,"[[0,23880],[1,1125]]"
162,Scripts > Edit Player > Abilities > Skills > First-time Shot,First-time Shot,PLAYER_FIELD,0x25,Binary,1,6,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,22334,,0,1,"[[0,22334],[1,2671]]"
125,Scripts > Edit Player > Abilities > Skills > One-touch Pass,One-touch Pass,PLAYER_FIELD,0x25,Binary,1,7,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,22247,,0,1,"[[0,22247],[1,2758]]"
163,Scripts > Edit Player > Abilities > Skills > Weighted Pass,Weighted Pass,PLAYER_FIELD,0x26,Binary,1,0,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23069,,0,1,"[[0,23069],[1,1936]]"
164,Scripts > Edit Player > Abilities > Skills > Pinpoint Crossing,Pinpoint Crossing,PLAYER_FIELD,0x26,Binary,1,1,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23201,,0,1,"[[0,23201],[1,1804]]"
165,Scripts > Edit Player > Abilities > Skills > Outside Curler,Outside Curler,PLAYER_FIELD,0x26,Binary,1,2,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23787,,0,1,"[[0,23787],[1,1218]]"
166,Scripts > Edit Player > Abilities > Skills > Rabona,Rabona,PLAYER_FIELD,0x26,Binary,1,3,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,24845,,0,1,"[[0,24845],[1,160]]"
168,Scripts > Edit Player > Abilities > Skills > Low Lofted Pass,Low Lofted Pass,PLAYER_FIELD,0x26,Binary,1,4,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23712,,0,1,"[[0,23712],[1,1293]]"
169,Scripts > Edit Player > Abilities > Skills > GK Low Punt,GK Low Punt,PLAYER_FIELD,0x26,Binary,1,5,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,24199,,0,1,"[[0,24199],[1,806]]"
171,Scripts > Edit Player > Abilities > Skills > Long Throw,Long Throw,PLAYER_FIELD,0x26,Binary,1,6,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23931,,0,1,"[[0,23931],[1,1074]]"
172,Scripts > Edit Player > Abilities > Skills > GK Long Throw,GK Long Throw,PLAYER_FIELD,0x26,Binary,1,7,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,24298,,0,1,"[[0,24298],[1,707]]"
175,Scripts > Edit Player > Abilities > Skills > Gamesmanship,Gamesmanship,PLAYER_FIELD,0x27,Binary,1,0,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,21948,,0,1,"[[0,21948],[1,3057]]"
176,Scripts > Edit Player > Abilities > Skills > Man Marking,Man Marking,PLAYER_FIELD,0x27,Binary,1,1,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,22937,,0,1,"[[0,22937],[1,2068]]"
177,Scripts > Edit Player > Abilities > Skills > Track Back,Track Back,PLAYER_FIELD,0x27,Binary,1,2,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23861,,0,1,"[[0,23861],[1,1144]]"
178,Scripts > Edit Player > Abilities > Skills > Acrobatic Clear,Acrobatic Clear,PLAYER_FIELD,0x27,Binary,1,3,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23467,,0,1,"[[0,23467],[1,1538]]"
143,Scripts > Edit Player > Abilities > Skills > Captaincy,Captaincy,PLAYER_FIELD,0x27,Binary,1,4,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23196,,0,1,"[[0,23196],[1,1809]]"
179,Scripts > Edit Player > Abilities > Skills > Super-Sub,Super-Sub,PLAYER_FIELD,0x27,Binary,1,5,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23890,,0,1,"[[0,23890],[1,1115]]"
180,Scripts > Edit Player > Abilities > Skills > Fighting Spirit,Fighting Spirit,PLAYER_FIELD,0x27,Binary,1,6,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,20945,,0,1,"[[0,20945],[1,4060]]"
167,Scripts > Edit Player > Abilities > Skills > No Look Pass,No Look Pass,PLAYER_FIELD,0x27,Binary,1,7,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,24804,,0,1,"[[0,24804],[1,201]]"
173,Scripts > Edit Player > Abilities > Skills > Penalty Specialist,Penalty Specialist,PLAYER_FIELD,0x28,Binary,1,0,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23961,,0,1,"[[0,23961],[1,1044]]"
174,Scripts > Edit Player > Abilities > Skills > GK Penalty Saver,GK Penalty Saver,PLAYER_FIELD,0x28,Binary,1,1,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,24704,,0,1,"[[0,24704],[1,301]]"
157,Scripts > Edit Player > Abilities > Skills > Chip shot control,Chip shot control,PLAYER_FIELD,0x28,Binary,1,2,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,24350,,0,1,"[[0,24350],[1,655]]"
154,Scripts > Edit Player > Abilities > Skills > Step On Skill control,Step On Skill control,PLAYER_FIELD,0x28,Binary,1,3,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,22841,,0,1,"[[0,22841],[1,2164]]"
159,Scripts > Edit Player > Abilities > Skills > Dipping Shot,Dipping Shot,PLAYER_FIELD,0x28,Binary,1,4,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23564,,0,1,"[[0,23564],[1,1441]]"
160,Scripts > Edit Player > Abilities > Skills > Rising Shots,Rising Shots,PLAYER_FIELD,0x28,Binary,1,5,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23034,,0,1,"[[0,23034],[1,1971]]"
170,Scripts > Edit Player > Abilities > Skills > GK High Punt,GK High Punt,PLAYER_FIELD,0x28,Binary,1,6,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,24270,,0,1,"[[0,24270],[1,735]]"
141,Scripts > Edit Player > Abilities > Skills > Interception,Interception,PLAYER_FIELD,0x28,Binary,1,7,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,21122,,0,1,"[[0,21122],[1,3883]]"
149,Scripts > Edit Player > Abilities > Skills > Double Touch,Double Touch,PLAYER_FIELD,0x29,Binary,1,0,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23040,,0,1,"[[0,23040],[1,1965]]"
153,Scripts > Edit Player > Abilities > Skills > Cross Over Turn,Cross Over Turn,PLAYER_FIELD,0x29,Binary,1,1,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,24185,,0,1,"[[0,24185],[1,820]]"
181,Scripts > Edit Player > Abilities > Skills > Long Range Shooting,Long Range Shooting,PLAYER_FIELD,0x29,Binary,1,2,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23208,,0,1,"[[0,23208],[1,1797]]"
182,Scripts > Edit Player > Abilities > Skills > Through Passing,Through Passing,PLAYER_FIELD,0x29,Binary,1,3,1,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,2,23033,,0,1,"[[0,23033],[1,1972]]"
8,Scripts > Edit Player > Better Don't change :) > Player ID,Player ID,PLAYER_FIELD,0x30,4 Bytes,4,,,playerId,playerId,4,true,OFFSET,CONFIRMED,CANDIDATE,25005,25005,0,0,296,2147483710,"[[296,1],[557,1],[558,1],[729,1],[793,1]]"
54,Scripts > Edit Player > Player Info > Name > Commentary ID,Commentary ID,PLAYER_FIELD,0x34,4 Bytes,4,,,commentaryId,commentaryId,4,true,OFFSET,CANDIDATE,CANDIDATE,25005,19130,1,3486,0,4294967295,"[[4294967295,3486],[35878,54],[46021,53],[42644,35],[4412,35]]"
